  i	        epsilon	     Acceptance rate	     seconds	       log(Z_tot)	     log(Var(Z_tot))	            log(Z_D)	       log(Var(Z_D))	            log(Z_L)	       log(Var(Z_L))	        log(Var_min)	           Delta_max	          Delta_LFNS	    sampling seconds
289	        182.167	         0.000746157	       34.43	          173.235	             346.478	             150.298	             298.914	             173.235	             346.478	             344.706	             28.1453	           -0.527576	                0.53
290	        183.109	          0.00322165	        5.27	          173.131	             346.269	             150.878	             300.128	             173.131	             346.269	               344.5	             27.4605	           -0.528587	                0.34
291	         183.72	          0.00448833	        8.13	          174.055	             347.739	             151.506	              301.37	             174.055	             347.739	             346.353	             27.4058	           -0.878707	                0.32
292	         184.56	          0.00108755	       16.68	          174.497	             348.342	             152.139	             302.649	             174.497	             348.342	              347.24	               26.79	            -1.18502	                0.34
293	        185.432	          0.00115774	       18.14	          174.545	             348.288	              152.83	             304.056	             174.545	             348.288	              347.34	             25.9944	            -1.37498	                0.44
294	        186.099	          0.00120402	       20.57	          174.476	              348.11	             153.511	             305.405	             174.476	              348.11	             347.205	              25.208	            -1.43147	                0.47
295	        186.741	          0.00122911	       18.28	          178.357	             356.844	              154.08	              306.54	             178.357	             356.844	             354.972	              29.557	           -0.433211	                0.48
296	        187.674	         0.000860178	       25.47	          178.253	             356.635	             154.737	             307.881	             178.253	             356.635	             354.767	             28.7955	           -0.434306	                0.41
297	        188.702	          0.00325098	        2.16	          178.159	             356.429	             155.439	             309.342	             178.159	             356.429	             354.583	             27.9881	           -0.450319	                0.34
298	        189.507	          0.00179791	       12.59	          178.082	              356.23	              156.28	             311.018	             178.082	              356.23	             354.432	             27.0419	           -0.489616	                0.32
299	         190.33	          0.00139938	       13.76	          178.051	              356.05	             157.006	             312.466	             178.051	              356.05	             354.373	             26.2111	           -0.591533	                0.36
300	        190.936	         0.000714235	       39.74	          177.951	             355.843	              157.66	             313.747	             177.951	             355.843	             354.177	             25.4526	            -0.59923	                0.68
301	        191.464	          0.00411269	        8.24	          177.929	             355.672	              158.23	             314.854	             177.929	             355.672	             354.137	             24.7778	            -0.71705	                0.31
302	        192.489	          0.00888494	        6.14	          178.219	             355.884	             158.898	             316.242	             178.219	             355.884	             354.721	              24.005	            -1.09593	                0.28
303	        193.262	          0.00251921	       10.09	          180.658	             361.345	             159.589	             317.612	             180.658	             361.345	             359.603	             26.2841	           -0.528095	                0.32
304	        193.773	          0.00122033	       23.28	          185.513	             371.181	             160.205	             318.813	             185.513	             371.181	             369.317	                30.6	            -0.42325	                0.33
305	        194.531	         0.000842815	        23.9	          185.409	             370.972	             160.825	             320.059	             185.409	             370.972	             369.112	             29.8748	           -0.425158	                0.33
306	        195.246	          0.00253421	       11.46	          185.323	             370.769	             161.457	             321.318	             185.323	             370.769	             368.943	             29.1384	           -0.451054	                0.31
307	        196.605	          0.00562746	        2.24	          185.218	              370.56	             162.195	             322.937	             185.218	              370.56	             368.737	             28.2948	            -0.45191	                 0.3
308	        197.475	         0.000682617	          29	          185.114	             370.351	             163.124	             324.756	             185.114	             370.351	             368.533	             27.2614	           -0.454146	                0.41
309	        197.829	          0.00352175	        8.21	          185.014	             370.144	             163.785	             325.996	             185.014	             370.144	             368.336	             26.4951	           -0.461455	                0.29
310	        198.529	          0.00133923	       20.11	           184.91	             369.935	             164.374	             327.162	              184.91	             369.935	             368.131	             25.8019	           -0.462848	                0.31
311	        199.065	          0.00116918	       18.12	          184.839	             369.738	             164.901	             328.202	             184.839	             369.738	             367.994	             25.1701	           -0.511529	                0.34
312	        199.728	         0.000922169	       26.28	          184.743	             369.532	             165.434	             329.268	             184.743	             369.532	             367.804	              24.532	           -0.524198	                0.32
313	        200.924	          0.00193143	       11.07	          184.638	             369.323	             166.145	             330.772	             184.638	             369.323	             367.599	              23.716	            -0.52525	                0.28
314	        201.459	         0.000701582	       28.58	          186.875	              373.76	             166.804	             332.051	             186.875	              373.76	             372.075	             25.2678	           -0.558024	                0.35
315	        202.229	          0.00224266	       11.98	          194.249	             388.669	             167.432	              333.31	             194.249	             388.669	             386.827	             32.1148	           -0.421824	                0.28
316	        202.767	          0.00060443	       34.24	          194.144	              388.46	             168.021	             334.465	             194.144	              388.46	             386.621	             31.4206	           -0.422512	                0.34
317	        203.244	          0.00195312	        6.75	           194.04	             388.251	             168.507	             335.422	              194.04	             388.251	             386.415	             30.8305	            -0.42327	                0.29
318	        203.959	          0.00164582	        14.7	          193.935	             388.042	             169.005	             336.425	             193.935	             388.042	             386.208	             30.2272	           -0.423958	                0.34
319	        204.526	         0.000635102	       32.72	           193.83	             387.833	               169.5	              337.42	              193.83	             387.833	             386.002	              29.628	           -0.424708	                0.38
320	        205.256	          0.00199084	       10.71	          193.725	             387.624	             170.028	             338.497	             193.725	             387.624	             385.796	             28.9944	           -0.425513	                 0.3
321	        205.898	         0.000822402	       25.77	           193.62	             387.415	             170.598	             339.637	              193.62	             387.415	              385.59	             28.3201	           -0.426239	                0.33
322	        206.543	          0.00173025	        11.1	          193.516	             387.206	             171.139	             340.724	             193.516	             387.206	             385.384	             27.6745	           -0.426949	                0.31
323	        207.161	         0.000508802	        38.9	          193.411	             386.997	             171.676	              341.79	             193.411	             386.997	             385.178	             27.0327	           -0.427636	                 0.4
324	        207.925	          0.00268384	        7.54	          193.306	             386.788	             172.216	             342.895	             193.306	             386.788	             384.971	             26.3877	           -0.428319	                0.29
325	        208.645	           0.0003506	       59.32	          193.205	              386.58	             172.814	             344.095	             193.205	              386.58	             384.772	             25.6849	           -0.433913	                0.46
326	        209.524	          0.00240877	        6.96	            193.1	             386.371	             173.468	             345.438	               193.1	             386.371	             384.566	             24.9259	           -0.434871	                0.28
327	        210.053	         0.000460819	       40.61	          192.997	             386.163	             174.067	             346.602	             192.997	             386.163	             384.364	              24.222	           -0.438154	                0.35
328	         210.56	          0.00110424	        13.5	          192.892	             385.953	              174.62	             347.691	             192.892	             385.953	             384.158	             23.5642	           -0.438939	                0.28
329	        211.011	         0.000270658	       75.77	          192.788	             385.744	             175.094	             348.626	             192.788	             385.744	             383.951	             22.9859	           -0.439639	                0.42
330	        211.728	          0.00122369	       16.48	          192.683	             385.535	              175.58	             349.603	             192.683	             385.535	             383.745	             22.3951	           -0.440358	                0.27
331	        212.317	         0.000429895	       38.28	           192.58	             385.327	             176.073	               350.6	              192.58	             385.327	             383.542	             21.7966	           -0.443417	                 0.3
332	        213.101	           0.0025697	       10.26	          192.476	             385.118	             176.632	             351.734	             192.476	             385.118	             383.339	             21.1334	           -0.446042	                0.28
333	        213.523	          0.00026988	       78.68	          192.372	             384.909	             177.113	              352.68	             192.372	             384.909	             383.132	             20.5476	            -0.44681	                0.39
334	        214.209	          0.00114554	       16.11	          192.267	               384.7	             177.598	             353.657	             192.267	               384.7	             382.926	             19.9579	            -0.44779	                0.28
335	        214.705	         0.000377629	       47.73	          192.163	             384.491	             178.091	             354.642	             192.163	             384.491	             382.721	             19.3601	           -0.449044	                0.29
336	        215.338	         0.000805932	       18.76	          192.059	             384.283	             178.579	             355.623	             192.059	             384.283	             382.516	             18.7667	           -0.450919	                0.27
337	        215.619	          0.00154907	       14.56	          193.448	             386.735	             179.017	             356.481	             193.448	             386.735	             385.298	              19.475	           -0.749306	                0.27
338	        216.128	         0.000188931	      105.04	          193.347	             386.528	             179.388	             357.218	             193.347	             386.528	             385.099	             18.9993	           -0.755667	                0.33
339	        216.693	          0.00100939	        20.6	          193.247	             386.321	             179.795	             358.041	             193.247	             386.321	             384.902	             18.4868	           -0.763248	                0.28
340	         217.25	         0.000209622	       87.59	           193.97	             387.494	             180.209	             358.873	              193.97	             387.494	             386.351	             18.4839	             -1.0549	                0.33
341	        217.608	         0.000880786	       22.72	          193.867	             387.287	              180.59	             359.633	             193.867	             387.287	              386.15	              17.998	            -1.05939	                0.28
342	        218.012	          0.00100195	       21.13	          193.763	             387.078	             180.949	             360.348	             193.763	             387.078	             385.945	             17.5345	            -1.06144	                0.26
343	        218.575	         0.000202476	       95.99	          193.659	              386.87	             181.304	             361.068	             193.659	              386.87	              385.74	             17.0746	            -1.06376	                0.32
344	        219.096	          0.00104849	       18.92	          198.608	             397.393	             181.689	             361.845	             198.608	             397.393	             395.641	             22.2104	           -0.449668	                0.27
345	         219.36	         0.000291329	       67.35	          198.503	             397.184	             182.051	             362.557	             198.503	             397.184	             395.434	             21.7443	           -0.450376	                 0.3
346	        219.865	         0.000659544	       29.76	          198.398	             396.975	             182.392	             363.242	             198.398	             396.975	             395.228	             21.2977	           -0.451073	                0.28
347	        220.232	         0.000750497	       23.85	          198.294	             396.766	             182.726	             363.908	             198.294	             396.766	             395.021	             20.8594	           -0.451766	                0.27
348	        220.546	          0.00103627	       20.83	          198.189	             396.557	             183.034	              364.52	             198.189	             396.557	             394.815	              20.447	           -0.452553	                0.26
349	        220.898	         0.000256059	       72.51	          198.084	             396.348	             183.319	             365.089	             198.084	             396.348	             394.609	             20.0569	           -0.453225	                0.29
350	        221.257	         0.000634236	       37.31	          197.979	             396.139	             183.594	              365.64	             197.979	             396.139	             394.402	             19.6767	           -0.453917	                0.26
351	        221.664	         0.000950796	       24.47	          197.875	              395.93	             183.866	             366.187	             197.875	              395.93	             394.196	             19.3003	           -0.454682	                0.26
352	        222.002	          0.00050035	       37.04	           197.77	             395.721	             184.142	             366.739	              197.77	             395.721	              393.99	             18.9196	           -0.455346	                0.26
353	        222.402	         0.000820479	       19.39	          197.744	             395.547	             184.422	             367.303	             197.744	             395.547	             393.942	             18.5343	           -0.565765	                0.26
354	        222.796	         0.000614666	       31.72	           197.64	             395.338	             184.699	             367.859	              197.64	             395.338	             393.736	             18.1528	           -0.566474	                0.26
355	         223.18	         0.000523533	       38.48	          197.535	             395.129	             184.972	             368.408	             197.535	             395.129	              393.53	             17.7753	            -0.56771	                0.27
356	        223.402	         0.000490978	       43.49	          197.472	             394.939	             185.237	             368.937	             197.472	             394.939	             393.407	             17.4052	            -0.62808	                0.27
357	        223.608	         0.000697812	       30.41	          197.367	              394.73	             185.467	             369.394	             197.367	              394.73	               393.2	             17.0706	           -0.628908	                0.26
358	        223.833	         0.000650512	       27.47	          197.264	             394.521	             185.667	             369.793	             197.264	             394.521	             392.996	             16.7658	           -0.631483	                0.27
359	        224.101	         0.000473597	       42.61	          197.159	             394.312	             185.858	             370.177	             197.159	             394.312	              392.79	             16.4693	           -0.632445	                0.26
360	        224.416	          0.00038373	        48.8	          197.067	             394.109	             186.053	             370.567	             197.066	             394.109	             392.608	             16.1694	           -0.651032	                0.26
361	        224.654	         0.000679163	       28.96	          196.962	               393.9	             186.242	             370.945	             196.962	               393.9	             392.401	             15.8761	           -0.651842	                0.28
362	        224.933	         0.000718649	       24.33	          199.319	             398.697	             186.421	             371.305	             199.319	             398.697	             397.119	             18.1068	           -0.576504	                0.26
363	        225.172	         0.000348955	       52.75	          199.215	             398.488	             186.599	             371.661	             199.215	             398.488	             396.914	             17.8246	           -0.578267	                0.27
364	         225.39	          0.00055273	        39.4	           199.11	             398.279	             186.771	             372.006	              199.11	             398.279	             396.707	             17.5477	           -0.578983	                0.26
365	        225.639	         0.000412592	       39.49	          199.012	             398.073	             186.937	              372.34	             199.012	             398.073	             396.514	             17.2764	           -0.589372	                0.26
366	        225.855	         0.000363564	       55.52	          198.907	             397.864	             187.095	             372.657	             198.907	             397.864	             396.308	              17.014	            -0.59031	                0.26
367	        226.045	         0.000281738	          65	          198.803	             397.655	             187.244	             372.956	             198.803	             397.655	             396.101	             16.7598	           -0.591044	                0.27
368	        226.303	         0.000649056	       29.95	          198.698	             397.446	             187.397	             373.263	             198.698	             397.446	             395.895	             16.5024	           -0.591826	                0.26
369	        226.632	          0.00036501	       47.56	          198.593	             397.237	              187.55	             373.572	             198.593	             397.237	             395.688	             16.2444	            -0.59265	                0.26
370	        226.881	         0.000454102	       40.51	           198.49	             397.029	             187.707	             373.888	              198.49	             397.028	             395.484	             15.9826	           -0.595334	                0.25
371	        227.133	         0.000216048	       86.31	          198.385	              396.82	             187.857	             374.191	             198.385	              396.82	             395.278	             15.7276	            -0.59643	                0.27
372	         227.37	         0.000326089	       58.98	           198.28	             396.611	             188.009	             374.497	              198.28	             396.611	             395.072	              15.471	           -0.597271	                0.26
373	        227.608	         0.000221855	       89.09	          199.238	             398.185	             188.159	             374.799	             199.238	             398.185	              396.99	             15.9498	            -0.94377	                0.25
374	        227.777	         0.000392719	       49.57	          199.134	             397.977	             188.302	             375.087	             199.134	             397.977	             396.785	             15.7019	           -0.946289	                0.26
375	        227.974	          0.00036513	        47.4	          199.068	             397.793	             188.437	             375.357	             199.068	             397.793	             396.655	             15.4625	            -1.00631	                0.26
376	         228.21	         0.000382541	       46.67	          198.969	             397.589	             188.569	             375.623	             198.969	             397.589	             396.462	             15.2255	            -1.01725	                0.27
377	        228.432	         0.000237988	       74.33	          198.868	             397.382	               188.7	             375.889	             198.868	             397.382	             396.261	             14.9891	            -1.02319	                0.27
378	        228.684	         0.000529647	       35.36	          198.764	             397.174	             188.835	             376.159	             198.764	             397.174	             396.057	             14.7501	            -1.02562	                0.25
379	        228.982	         0.000387207	       48.39	          198.743	             397.032	              188.97	             376.434	             198.743	             397.032	             396.019	             14.5097	            -1.14964	                0.27
380	        229.373	         0.000364964	       45.16	          198.647	              396.83	             189.121	              376.74	             198.647	              396.83	             395.829	             14.2536	            -1.16464	                0.26
381	         229.62	         0.000382936	       45.45	          198.549	             396.626	             189.283	             377.067	             198.549	             396.626	             395.636	             13.9874	            -1.17651	                0.25
382	        229.859	         0.000520522	       33.09	          203.224	             406.632	             189.439	             377.382	             203.224	             406.632	             404.989	              19.068	           -0.487795	                0.27
383	        230.135	         0.000381592	       46.67	           203.12	             406.423	             189.593	             377.693	              203.12	             406.423	             404.784	             18.8093	             -0.4894	                0.26
384	        230.498	         0.000979432	       17.29	          203.016	             406.214	             189.756	             378.025	             203.016	             406.214	             404.578	             18.5409	            -0.49115	                0.26
385	        230.805	         0.000567392	       31.16	          202.911	             406.005	             189.928	             378.373	             202.911	             406.005	             404.372	             18.2644	           -0.491864	                0.27
386	        231.183	         0.000687876	       24.28	          202.808	             405.797	             190.109	              378.74	             202.808	             405.797	             404.168	             17.9788	           -0.494391	                0.29
387	        231.506	         0.000593472	       28.98	          202.703	             405.588	               190.3	             379.129	             202.703	             405.588	             403.961	             17.6824	           -0.495222	                0.28
388	        231.924	         0.000747692	       24.82	          202.599	             405.379	             190.519	             379.573	             202.599	             405.379	             403.756	             17.3586	           -0.497184	                0.27
389	        232.317	         0.000701066	       22.03	          202.496	              405.17	             190.738	             380.017	             202.496	              405.17	             403.552	             17.0354	           -0.499729	                0.26
390	        232.732	         0.000755458	       23.36	          202.397	             404.964	             190.987	             380.522	             202.397	             404.964	             403.357	             16.6817	           -0.508876	                0.25
391	        233.141	         0.000595043	       28.04	          202.312	             404.763	              191.24	             381.037	             202.312	             404.763	              403.19	             16.3232	           -0.538265	                0.26
392	        233.516	         0.000769853	       22.12	          202.214	             404.557	             191.499	             381.558	             202.214	             404.557	             402.997	             15.9601	           -0.549064	                0.26
393	        233.838	          0.00058524	       28.87	           202.11	             404.348	             191.758	             382.081	              202.11	             404.348	             402.792	             15.5955	           -0.550794	                0.26
394	         234.25	         0.000785885	       21.32	          202.273	             404.318	              192.02	              382.61	             202.273	             404.318	             403.121	             15.2289	           -0.912064	                0.26
395	        234.657	         0.000533447	       32.84	          202.175	             404.113	             192.272	             383.117	             202.175	             404.113	             402.927	             14.8725	           -0.923004	                0.26
396	        234.934	         0.000570353	       30.94	          202.138	             403.951	             192.534	             383.643	             202.138	             403.951	             402.857	             14.5057	            -1.02729	                0.26
397	        235.316	          0.00064813	       25.86	          202.043	             403.749	             192.794	             384.167	             202.043	             403.749	              402.67	             14.1409	            -1.04348	                0.25
398	         235.61	         0.000613591	       27.86	          202.065	             403.649	             193.051	             384.683	             202.065	             403.649	             402.717	             13.7792	            -1.22805	                0.26
399	        236.029	         0.000506291	       34.35	          201.966	             403.445	             193.308	             385.201	             201.966	             403.445	             402.521	             13.4172	             -1.2382	                0.27
400	        236.435	         0.000840725	       20.05	          202.223	             403.689	             193.567	             385.724	             202.223	             403.689	             403.037	             13.0533	            -1.65824	                0.27
401	        236.881	         0.000708316	        24.7	          202.148	             403.513	             193.837	              386.27	             202.148	             403.513	             402.891	             12.6781	            -1.70972	                0.26
402	        237.158	         0.000691396	       24.93	          202.053	             403.315	             194.109	             386.814	             202.052	             403.315	             402.703	             12.3017	            -1.72753	                0.26
403	        237.534	         0.000738498	       24.13	          201.967	             403.128	             194.382	             387.363	             201.967	             403.127	             402.534	             11.9237	            -1.76185	                0.25
404	         237.96	         0.000655544	       25.98	          201.865	             402.923	             194.641	             387.886	             201.865	             402.922	             402.333	             11.5599	            -1.76833	                0.26
405	        238.373	          0.00074195	       23.42	          202.568	             404.412	             194.922	             388.451	             202.567	             404.412	             403.741	             12.1292	            -1.61603	                0.26
406	        238.661	         0.000722022	       23.92	          202.776	             404.687	             195.197	             389.003	             202.776	             404.686	             404.161	              11.749	             -1.8974	                0.26
407	        238.869	         0.000506791	       34.21	          202.755	             404.589	              195.44	             389.487	             202.754	             404.588	             404.121	             11.4017	            -2.02752	                0.26
408	        239.078	          0.00102218	       17.29	          203.474	             406.408	              195.65	             389.907	             203.473	             406.408	             405.561	             12.5313	            -1.33319	                0.28
409	        239.451	         0.000150692	      144.09	           203.56	             406.433	             195.859	             390.325	             203.559	             406.433	             405.736	             12.2183	            -1.56651	                0.44
410	        239.645	         0.000814399	       21.42	          203.486	             406.258	             196.059	             390.725	             203.486	             406.257	             405.592	             11.9134	            -1.61914	                0.28
411	        239.967	         0.000996711	       18.22	          206.374	             412.889	             196.252	             391.113	             206.374	             412.889	             411.369	             15.3673	           -0.559381	                0.28
412	        240.275	         0.000689085	       26.67	           206.28	             412.685	             196.454	             391.518	              206.28	             412.685	             411.184	             15.0611	           -0.576036	                0.26
413	        240.763	         0.000735808	       25.43	          206.177	             412.477	             196.664	             391.943	             206.177	             412.477	             410.981	             14.7463	           -0.579344	                0.27
414	         241.05	         0.000731556	       28.06	          206.223	             412.357	             196.891	               392.4	             206.223	             412.357	             411.076	             14.4145	           -0.793666	                0.27
415	        241.409	         0.000972952	       15.65	          206.126	             412.152	             197.118	             392.857	             206.125	             412.152	             410.884	             14.0827	           -0.805552	                0.26
416	        241.624	         0.000593666	       30.09	          210.014	             420.215	             197.337	             393.297	             210.014	             420.215	             418.663	             17.9497	           -0.522788	                 0.3
417	        241.867	          0.00048689	       37.23	          209.909	             420.006	             197.544	             393.712	             209.909	             420.006	             418.456	             17.6379	           -0.523563	                0.28
418	        242.077	         0.000733649	       24.74	          209.804	             419.797	              197.73	             394.083	             209.804	             419.797	              418.25	             17.3477	           -0.524307	                0.27
419	        242.259	         0.000804117	       22.16	            209.7	             419.588	             197.899	             394.422	               209.7	             419.588	             418.043	             17.0738	           -0.524989	                0.28
420	        242.563	         0.000947149	       19.02	          210.561	             420.869	             198.061	             394.748	             210.561	             420.869	             419.768	             17.3187	           -0.985353	                0.27
421	        242.904	         0.000814764	       21.96	          210.456	             420.661	              198.23	             395.089	             210.456	             420.661	             419.561	             17.0446	           -0.986762	                0.27
422	        243.186	          0.00071319	       24.38	          210.354	             420.454	             198.409	             395.448	             210.354	             420.454	              419.36	             16.7613	           -0.991985	                0.27
423	        243.514	          0.00111588	       16.05	           210.25	             420.245	             198.591	             395.814	              210.25	             420.245	             419.154	             16.4748	           -0.993501	                0.28
424	        243.779	         0.000234299	       79.14	          210.146	             420.037	              198.77	             396.176	             210.146	             420.037	             418.949	             16.1904	           -0.995776	                0.28
425	        244.066	         0.000617227	        27.7	          210.043	             419.829	             198.949	             396.535	             210.043	             419.829	             418.744	             15.9072	           -0.998472	                0.27
426	         244.35	           0.0012184	        14.5	          209.938	             419.621	             199.137	             396.915	             209.938	             419.621	             418.538	             15.6138	           -0.999339	                0.27
427	        244.644	         0.000187529	      104.73	          209.834	             419.413	             199.321	             397.285	             209.834	             419.413	             418.332	              15.325	            -1.00138	                0.33
428	        244.843	         0.000562272	       30.65	          209.729	             419.204	             199.498	             397.641	             209.729	             419.204	             418.126	              15.043	            -1.00268	                0.27
429	        245.104	         0.000620001	       28.73	          209.637	             419.004	             199.665	             397.976	             209.636	             419.004	             417.943	              14.772	            -1.02243	                0.27
430	         245.43	          0.00114175	       15.47	          209.533	             418.796	             199.834	             398.318	             209.533	             418.796	             417.739	             14.4972	            -1.02579	                0.28
431	        245.693	         0.000117146	      185.09	          209.434	             418.591	             200.012	             398.675	             209.434	             418.591	             417.543	             14.2151	            -1.03514	                0.46
432	         245.91	         0.000708868	       24.97	          209.332	             418.385	             200.183	             399.018	             209.332	             418.384	             417.342	             13.9395	            -1.04134	                0.28
433	        246.143	         0.000948992	       19.27	          209.259	             418.199	             200.341	             399.337	             209.259	             418.199	             417.199	             13.6763	             -1.0923	                0.28
434	        246.601	          0.00099453	       17.79	          209.204	             418.029	             200.509	             399.678	             209.204	             418.029	             417.092	             13.4031	            -1.17224	                0.28
435	         247.04	         0.000680318	       25.14	          209.101	             417.822	             200.709	             400.082	             209.101	             417.822	             416.888	             13.0983	            -1.17586	                0.29
436	        247.233	         0.000703977	       24.15	          209.002	             417.618	             200.915	             400.497	             209.001	             417.617	             416.691	             12.7877	            -1.18503	                0.27
437	        247.491	          0.00131148	       13.52	          208.906	             417.417	             201.107	             400.883	             208.906	             417.416	             416.503	             12.4912	            -1.20152	                0.29
438	        247.702	         0.000243345	       74.91	          208.935	             417.342	             201.288	             401.246	             208.935	             417.341	             416.564	             12.2057	            -1.39643	                0.27
439	        248.022	         0.000661485	        26.5	          208.842	             417.144	             201.459	             401.592	             208.841	             417.143	             416.379	             11.9294	            -1.41633	                0.27
440	        248.321	          0.00092026	       18.68	          208.889	               417.1	             201.646	             401.968	             208.889	             417.099	             416.477	              11.638	            -1.65722	                0.27
441	        248.575	         0.000894334	       19.44	          208.842	             416.959	             201.828	             402.335	             208.842	             416.958	             416.386	             11.3505	            -1.75273	                0.27
442	        248.959	          0.00181818	        9.85	          208.756	             416.771	             202.012	             402.706	             208.754	              416.77	             416.214	             11.0625	            -1.78541	                0.28
443	        249.194	         0.000346614	       51.41	           209.21	             417.722	             202.203	             403.091	             209.209	             417.721	             417.126	             11.3872	             -1.7046	                 0.3
444	        249.503	           0.0013915	       12.49	          209.173	             417.597	             202.389	             403.465	             209.172	             417.596	             417.055	             11.0967	            -1.81217	                0.27
445	        249.838	         0.000203519	       95.28	           209.17	             417.524	             202.569	             403.828	             209.169	             417.522	             417.051	             10.8115	            -1.96796	                0.34
446	         250.22	          0.00132908	       13.12	          211.097	             421.846	             202.771	             404.237	             211.096	             421.846	             420.906	             13.1187	            -1.15445	                0.28
447	        250.501	         0.000416069	       45.24	          210.998	             421.642	             202.979	             404.656	             210.998	             421.642	             420.712	             12.8062	            -1.16533	                0.33
448	        250.857	          0.00180115	       10.15	          210.903	             421.442	             203.178	             405.058	             210.903	             421.441	             420.525	             12.5019	            -1.18309	                0.27
449	        251.225	         0.000554185	       32.08	          210.995	             421.459	             203.399	             405.503	             210.994	             421.458	             420.711	              12.177	            -1.43042	                0.28
450	        251.482	            0.002145	        8.81	          211.572	             422.578	             203.617	             405.943	             211.572	             422.577	             421.868	             12.4756	            -1.49196	                0.28
451	        251.904	         0.000629584	       30.12	          211.621	             422.548	             203.836	             406.383	              211.62	             422.548	             421.967	             12.1528	            -1.72432	                0.29
452	        252.157	          0.00269397	        6.83	          211.578	             422.414	             204.056	             406.826	             211.577	             422.414	             421.883	             11.8276	            -1.82687	                0.28
453	        252.463	         0.000395898	       49.72	          211.588	             422.361	             204.268	             407.253	             211.588	              422.36	             421.908	             11.5111	            -2.00397	                0.33
454	        252.669	          0.00253261	        7.33	          213.367	             426.736	             204.472	             407.664	             213.367	             426.736	             425.468	             14.0271	           -0.755262	                0.27
455	        252.924	         0.000472601	        41.6	          213.559	             426.765	             204.661	             408.041	             213.558	             426.765	             425.853	             13.7341	            -1.18019	                0.31
456	        253.253	          0.00383803	        4.92	          213.575	             426.671	             204.857	             408.437	             213.575	             426.671	             425.889	             13.4326	            -1.36816	                0.28
457	         253.72	          0.00046516	       41.21	          214.939	             429.761	              205.07	             408.866	             214.939	             429.761	             428.618	             14.9031	             -0.8902	                0.31
458	        254.013	          0.00159847	       11.66	          214.866	             429.573	             205.284	             409.297	             214.866	             429.573	             428.475	             14.5842	            -0.94015	                0.27
459	        254.353	         0.000353095	       54.77	          214.793	             429.387	             205.502	             409.736	             214.793	             429.387	             428.332	             14.2619	            -0.99145	                0.31
460	        254.776	          0.00276778	        6.97	          214.948	              429.47	             205.735	             410.208	             214.948	             429.469	             428.644	             13.9235	             -1.2979	                0.29
461	        255.243	         0.000410324	       46.07	          214.852	             429.269	             205.978	             410.699	             214.852	             429.268	             428.455	             13.5763	            -1.31346	                0.31
